STA_ID,LONG,LAT,OrigHabCode,Date,THG_Fish,YEAR,SEASON,SUBAREA,HABCODE,Floc_Depth_ft,AFDW_Floc,MEHG_Floc,THG_floc,Tot_Phos_floc,Bulk_Dens_Floc,Soil_Thickness_FT,AFDW_Soil,Bulk_Dens_Soil,PH_soil,SO4_soil,MEHG_soil,THG_soil,Tot_Carbon_Soil_%,Tot_Nitrogen_Soil_%,Tot_Phos_soil,Wat_Depth_ft,COND_SW,DO_SW,TEMP_SW,PH_SW,TURB_SW,REDOX_SW,Alk_Phos_SW,CHLA_SW,CL_SW,MEHG_SW,NH4_SW,NO2_SW,NO3_SW,SO4_SW,Sol_Reac_Phos_SW,THG_SW,TOC_SW,Tot_Nitrogen_SW,Tot_Phos_SW,REDOX_PW,H2S_PW,Sol_Reac_Phos_PW,MEHG_Peri_AVG,THG_epi_peri
M558,-80.762353,25.979556,A,5/8/1999,148.7,C,D,D,Wet Prairie,0.18288,92.156863,0.2,148.81,371.137586,0.018275,2.4,92.1875,,,61,0.02,240,,2.174135,,0.6,552,0.45,27.22,6.91,17.5,-105,3.48295,,48,0.553,0.346,0.001,0.002,0.47,0.0006,2.45,27.9,,50.468,51,0.075,0.002,4.736551,
M559,-80.790769,25.962106,A,5/8/1999,158.2,C,D,D,Wet Prairie,,99.2,0.2,1175.21,351.216372,0.020794,1.5,90.283401,,,14,4.13,140,,2.626846,,0.7,488,2.07,31.55,6.85,6.68,-146,2.73135,,45,1.81,0.904,0.002,0.006,0.43,0.039,5.85,33.81,,25.265,118.7,0.074,0.002,2.51,
M571,-80.644892,25.840844,A,5/8/1999,126.7,C,D,D,Wet Prairie,0.21336,91.699605,4.3,165.901569,367.859707,0.007994,5.1,91.304348,,,3000,0.91,150,,1.27754,,0.9,346,2.97,29.15,7.33,3.36,135,1.981025,,18,0.336,0.067,0.001,0.001,0.22,0.004,2.1,16.42,,16.988,-36,0.167,0.001,0.2,77.18421
M572,-80.509233,25.800605,B,5/8/1999,171.7,C,D,D,Sawgrass Marsh,,81.2749,1.6,171.2158,366.664734,0.02652,2.8,59.84252,,,110,0.42,85,,1.469281,,0.8,566,2.21,24.53,7.47,1.36,58,1.479525,,61,0.698,0.038,0.002,0.005,1.4,0.079,1.94,22.46,,11.191,59,0.234,0.0006,1.680399,
M575,-80.657847,25.763416,A,5/8/1999,172.3,C,D,D,Wet Prairie,,90.4,,108.031295,492.590745,0.012508,2.3,93.650794,,,240,2.28,160,,1.484207,,1.3,598,1.22,23.77,7.17,6.23,-143,2.708075,,67,1.55,0.035,0.001,0.0007,0.76,0.004,4.24,22.62,,20.925,-3,0.164,0.003,2.43,
M545,-80.544933,26.111181,A,5/9/1999,30.4,C,D,D,Wet Prairie,,46.215139,0.2,98.94,387.317039,0.006432,2.9,84.337349,,,1400,0.62,110,,,,0.9,565,3.8,29.14,7.19,8.39,-194,3.815475,,68,0.842,0.489,0.002,0.003,2.8,0.0006,4.48,,,,101.5,0.68,0.002,3.8,36.234939
M547,-80.480689,26.077164,B,5/9/1999,53.2,C,D,D,Sawgrass Marsh,,94.444444,3.88,205.55,261.752645,0.022886,2.9,61.811024,,,4200,0.22,93,,,,1.4,571,1.34,24.2,7.56,1.15,-200,2.275375,,71,0.749,0.029,0.003,0.002,7.4,0.004,2.35,,,,107.5,2.45,0.001,0.883959,
M548,-80.60395,26.076365,B,5/9/1999,113.6,C,D,D,Sawgrass Marsh,,,0.2,200.96,,0.007722,3.9,90.47619,,,14000,0.68,150,,,,0.8,522,1.56,28.1,6.9,20.65,-181,3.69365,,50,1.41,0.083,0.004,0.017,1.6,0.003,11.27,,,,185.3,0.643,0.001,0.2,
M564,-80.702217,25.90818,A,5/9/1999,89.9,C,D,D,Wet Prairie,0.18288,90.513834,0.2,407.61,203.54,0.028173,3.4,95.238095,,,780,0.02,120,,,,1.1,447,2.86,27.6,7.13,7.38,45,3.0588,,46,0.458,0.362,0.002,0.001,0.09,0.002,3.53,,,,-18,0.127,0.002,3.4,11.327725
M565,-80.7547,25.903808,A,5/9/1999,107.7,C,D,D,Wet Prairie,0.3048,88,0.2,698.124724,314.402288,0.010933,3,90.272374,,,340,0.02,140,,,,1.2,377,0.98,25.7,7.15,3.92,-58,2.2265,,26,0.544,0.127,0.001,0.001,0.13,0.0006,2.4,,,,-32,0.094,0.0006,7.49,25.542647
M567,-80.655025,25.888693,A,5/9/1999,184.6,C,D,D,Wet Prairie,0.21336,46.215139,0.2,372.361355,273.79,0.013001,5.2,91.304348,,,29,4.63,240,,,,1,391,0.71,24.68,7.31,4.99,51,2.129925,,30,1.27,0.456,0.001,0.004,0.14,0.014,1.94,,,,27,0.131,0.0006,8.782836,112.707116
M533,-80.421644,26.212538,B,5/10/1999,87.7,C,D,B,Sawgrass Marsh,0.21336,73.705179,2.97,323.57,358.600017,0.030297,3.7,92.607004,,,4500,0.02,150,,1.65747,,1.2,875,5.57,27.65,7.88,1.35,-180,1.439375,,150,0.927,0.039,0.004,0.005,34,0.027,2.01,33.56,,8,33,5.41,0.001,3.175,
M538,-80.325961,26.168033,D,5/10/1999,26.5,C,D,B,Cattail,,88.095238,0.2,274.35,260.67,0.019585,2,46.370968,,,2200,,100,,2.130657,,1,831,7.33,29.12,7.92,7.945,-96,3.866325,,140,0.966,0.031,0.002,0.001,23,0.016,3.14,40.72,,36.177,-6,4.95,0.002,1.630561,44.004459
M506,-80.326956,26.452677,A,5/11/1999,87.8,C,D,A,Wet Prairie,0.24384,94.208494,0.2,343.36,568.344346,0.017098,9.7,98.828125,,,120,0.88,99,,1.869777,,1.2,142.9,1.65,29.48,6.02,13.4,71,2.1812,,23,0.36,0.038,0.003,0.008,0.1,0.015,6.38,28.23,,69.409,201,0.078,0.007,,
M508,-80.290975,26.427043,A,5/11/1999,81.9,C,D,A,Wet Prairie,0.3048,96.875,23.1,745.91,756.807875,0.006801,7.1,97.131148,,,1.2,,140,,1.504039,,1.2,135.5,1.7,25.76,5.97,14.75,23,2.768525,,21,0.39,0.038,0.004,0.004,0.12,0.011,6.35,22.54,,39.835,211,0.058,0.004,,
M509,-80.387833,26.422082,A,5/11/1999,27.8,C,D,A,Wet Prairie,0.12192,95.652174,5.96,175.02,729.086529,0.015073,8.6,92.54902,,,3600,0.02,140,,1.299681,,0.6,301,1.66,25.09,6.72,4.53,-187,0.4012,,43,1.38,0.07,0.003,0.007,1.5,0.014,3.81,27.98,,17.484,20.7,0.74,0.004,0.2,
M511,-80.257208,26.415547,A,5/11/1999,29,C,D,A,Wet Prairie,0.21336,94.779116,2.88,767.33,527.349428,0.009723,9.7,98.44358,,,820,5.46,180,,1.475541,,0.8,218,2.4,27.31,6.18,4.39,-31,0.96265,,28,0.866,0.418,0.002,0.004,0.2,0.004,3.42,36.67,,18.569,185,0.113,0.002,,
M731,-80.811189,25.474344,A,9/22/1999,125.5,C,W,E,Wet Prairie,,,,,,,1.4,36.71875,,,150,0.02,54,,0.496074,,2.5,262,10.41,30.73,8.38,0.61,48,1.363475,,18,0.127,0.00966,0.0014,0.0007,0.76,0.0012,0.78,11.64,,4.668476,-151,0.06,0.0006,0.2,
M734,-80.875831,25.449418,B,9/22/1999,137.3,C,W,E,Sawgrass Marsh,,87.548638,3.12,253.67,554.001286,0.013775,3,68.48249,,,1300,0.699,170,,0.434221,,2.7,269,5.48,28.68,7.79,0.54,91,1.040025,,20,0.122,0.01372,0.00056,0.007,0.58,0.0012,1.49,10.67,,5.737852,-107,1.024,0.0006,,
M735,-80.599658,25.430563,B,9/22/1999,53,C,W,E,Sawgrass Marsh,,,0.2,52.89,,,1.2,29.761905,,,21,0.13,31,,0.316821,,0.8,355,9.26,32.52,8.16,0.71,68,1.110225,,28,0.0885,0.00672,0.00126,0.00098,2.2,0.0012,1.77,9.589,,5.779051,32,0.04,0.0006,0.2,
M738,-80.755916,25.386998,B,9/22/1999,56.8,C,W,E,Sawgrass Marsh,,,,,,,0.1,48.4,,,3.3,0.26,150,,0.221106,,1.1,130.1,7.21,30.48,8.29,0.56,88,0.94285,,6.9,0.041,0.00952,0.00168,0.00686,0.34,0.0012,2.87,6.326,,5.024697,-28,0.071,0.0006,,
M740,-80.690789,25.360267,B,9/22/1999,85.3,C,W,E,Sawgrass Marsh,,,,,,,0.4,34.661355,,,4.3,0.1,33,,0.207005,,0.7,173,6.71,29.26,8.01,0.645,89,0.7493,,6.4,0.0904,0.00812,0.00168,0.00112,0.72,0.0012,2.78,5.96,,5.49599,-79,0.116,0.0006,0.2,
M741,-80.639627,25.357536,B,9/22/1999,230,C,W,E,Sawgrass Marsh,,,0.72,72.71,,,1.1,31.451613,,,26,0.02,34,,0.220946,,0.9,253,5.12,31.76,7.69,0.715,74,0.581025,,5.4,0.109,0.00966,0.00224,0.0014,0.3,0.0012,2.31,8.7,,5.517845,180,0.063,0.0006,0.2,
M742,-80.534053,25.321846,B,9/22/1999,76,C,W,E,Sawgrass Marsh,,,0.2,47.27,,,1.3,22.440945,,,41,0.12,48,,0.317445,,1.1,285,8.19,31.09,7.92,0.78,117,1.035825,,18,0.0584,0.014,0.00196,0.0028,0.082,0.0012,1.64,8.733,,4.810983,110,0.026,0.0006,0.2,
M743,-80.714439,25.299267,B,9/22/1999,70.8,C,W,E,Sawgrass Marsh,,,,,,,0.9,33.2,,,8.8,0.11,31,,0.230971,,0.7,226,8.55,30.74,8.12,0.945,136,1.1077,,11,0.0251,0.01288,0.00168,0.01134,0.2,0.01147,2.19,5.541,,4.09603,144,0.016,0.0006,0.07,
M744,-80.675285,25.293078,B,9/22/1999,211.7,C,W,E,Sawgrass Marsh,,,0.48,108.18,,,3,71.825397,,,150,0.66,92,,0.317103,,1.5,255,7.28,28.57,7.87,0.57,85,1.115825,,9.8,,0.0252,0.0028,0.01414,0.22,0.0012,1.58,7.704,,4.080561,218,0.039,0.0006,0.7,
M745,-80.519843,25.285529,B,9/22/1999,182.6,C,W,E,Sawgrass Marsh,,,,,,,2.7,36,,,560,0.28,28,,0.31493,,1.1,429,8.02,27.36,7.66,0.915,64,1.55445,,39,0.29,0.01204,0.00182,0.00238,4.3,0.0012,1.44,9.547,,4.79725,193,0.136,0.0006,0.38,
M746,-80.605091,25.287045,B,9/22/1999,88.6,C,W,E,Sawgrass Marsh,,,,,,,0.3,41.897233,,,28,0.12,60,,0.319442,,1.3,271,6.54,25.87,7.89,0.665,106,1.459325,,19,0.0381,0.01232,0.00182,0.00826,0.14,0.0012,1.88,8.579,,5.368177,181,0.02,0.0006,0.2,
M747,-80.751344,25.284077,B,9/22/1999,98.1,C,W,E,Sawgrass Marsh,,,,,,,0.5,20.3125,,,29,0.02,39,,0.406811,,1.2,376,5.51,25.9,7.7,0.595,113,1.111225,,50,0.228,0.02338,0.00252,0.00182,0.49,0.0012,3.09,11.02,,6.249135,-22,0.033,0.0006,0.85,
M714,-80.783592,25.657645,B,9/23/1999,239.3,C,W,E,Sawgrass Marsh,,66.8,3.42,226.81,398.997381,0.058528,0.2,45.059289,,,70,0.31,150,,0.598682,,1.3,305,5.92,30.22,7.74,0.53,110,1.94165,,25,0.33,0.00952,0.00154,0.0056,1.8,0.0012,1.43,13.99,,4.629478,-11,0.206,0.0006,1.67,
M719,-80.636411,25.615221,B,9/23/1999,162.9,C,W,E,Sawgrass Marsh,,,0.2,61.12,,,0.5,41.176471,,,260,0.38,120,,0.74708,,1.8,363,9.89,29.98,8,0.82,203,2.28645,,30,,0.01414,0.00168,0.00112,1.7,0.0012,1.16,13.83,,5.057495,40,0.123,0.0006,0.7365,
M720,-80.691863,25.614744,B,9/23/1999,216.4,C,W,E,Sawgrass Marsh,,37.6,0.84,77.53,138.084935,0.037382,1.6,41.056911,,,330,0.02,61,,0.77,,1.8,412,8.1,29.48,7.79,0.645,143,1.710425,,33,0.287,0.01176,0.00182,0.0007,5.2,0.0012,1.45,15.61,,4.594169,29,0.125,0.0006,1.915,18.33
M722,-80.953312,25.574634,A,9/23/1999,123.2,C,W,E,Wet Prairie,,42.248062,1.91,42.52,103.514031,0.048375,2.75,38.4,,,50,0.02,36,,0.545044,,2.35,221,7.35,31.63,8.37,0.635,110,1.868875,,11,0.0942,0.00854,0.00154,0.0007,0.009,0.0012,1.26,10.69,,4.48911,-114,0.088,0.0006,4.29,31.8
M723,-80.948761,25.564411,B,9/23/1999,81.6,C,W,E,Sawgrass Marsh,,42.682927,0.45,46.19,192.115274,0.046083,0.8,26.27451,,,41,0.02,26,,0.480731,,2.4,224,8.65,31.2,8.26,0.55,72,1.5511,,10,0.0234,0.00574,0.00112,0.0007,0.009,0.0012,0.91,8.841,,4.444222,-84,0.064,0.0006,,
M724,-80.719989,25.55624,B,9/23/1999,153.9,C,W,E,Sawgrass Marsh,,,0.21,191.39,,0.02875,5.7,78.137652,,,930,0.57,160,,0.785034,,2.3,350,8.85,30.88,8.16,0.82,124,2.316775,,29,0.259,0.0098,0.0021,0.00028,2.9,0.0012,1.51,14.08,,5.217889,66,0.1,0.0006,4.11,39.41
M725,-80.661905,25.54495,B,9/23/1999,89.9,C,W,E,Sawgrass Marsh,,,0.2,132.95,,,0.3,43.426295,,,20,0.06,78,,0.473488,,1.3,246,8.34,31.44,8.1,0.74,124,1.578625,,15,0.0686,0.00994,0.0014,0.00168,0.2,0.0012,0.71,10.02,,4.898713,40,0.049,0.0006,0.32,
M726,-80.787927,25.543762,B,9/23/1999,107.9,C,W,E,Sawgrass Marsh,,86.259542,0.79,123.62,563.758318,0.043075,1.05,84.645669,,,760,0.72,130,,0.400216,,2.35,292,4.7,27.87,7.72,0.475,145,0.869725,,21,0.126,0.00868,0.00196,0.0007,1.4,0.0012,0.63,11.5,,5.055635,-72,0.196,0.0006,1.82,50.15
M727,-80.685544,25.526074,B,9/23/1999,60.3,C,W,E,Sawgrass Marsh,,,0.2,75.13,,,0.9,33.333333,,,12,0.09,43,,0.446625,,0.65,262,7.82,30.71,7.96,0.76,218,1.530425,,14,0.0762,0.00966,0.0014,0.00182,0.11,0.0012,1.06,9.453,,4.880051,61,0.011,0.0006,0.21,
M728,-80.909195,25.517785,B,9/23/1999,72,C,W,E,Sawgrass Marsh,,30.555556,0.32,51.68,404.796551,0.072083,0.85,36.758893,,,32,0.16,40,,0.449548,,2.15,279,6.38,30.29,8.12,0.7,104,1.604825,,20,0.0931,0.0119,0.0021,0.0007,0.046,0.0012,0.76,11,,5.821893,-81,0.099,0.0006,,
M729,-80.607245,25.515197,B,9/23/1999,36.5,C,W,E,Sawgrass Marsh,,,,,,,0.3,39.676113,,,4.8,0.19,110,,0.407446,,0.4,234,6.22,27.86,7.8,0.5,240,1.52375,,11,0.0427,0.01176,0.0035,0.00028,0.05,0.0012,1.02,9.22,,5.1274,73,0.055,0.0006,0.2,
M730,-80.783598,25.487065,B,9/23/1999,232.4,C,W,E,Sawgrass Marsh,,92.125984,7.6,224.73,200.411236,0.033875,1.15,89.803922,,,91,2.31,250,,0.507559,,1.9,277,2.94,27.4,7.65,0.6,287,1.2131,,23,0.168,0.01204,0.0035,0.00126,0.3,0.02666,1.2,11.77,,5.874655,-23,0.124,0.0006,,
M732,-80.759232,25.466276,B,9/23/1999,163.7,C,W,E,Sawgrass Marsh,,,,,,,0.55,68.774704,,,12,0.58,180,,0.413739,,2.1,241,5.03,28,7.83,0.64,274,1.717225,,15,0.0951,0.0091,0.00154,0.00126,0.22,0.02604,1.29,8.877,,0.6,-4,0.049,0.0006,,
M733,-80.644145,25.465343,B,9/23/1999,42.9,C,W,E,Sawgrass Marsh,,,0.93,134.55,,,0.8,44.489796,,,26,0.17,110,,0.348088,,0.3,238,4.21,26.78,7.66,0.575,169,1.194675,,8.6,0.0646,0.00938,0.00196,0.00252,0.13,0.0012,1.49,8.521,,6.047108,104,0.061,0.0006,,
M703,-80.75587,25.723243,B,9/24/1999,242,C,W,E,Sawgrass Marsh,,39.183673,0.48,82.92,88.92,0.092417,0.3,29.880478,,,1000,0.24,90,,0.808939,,1.9,337,8.24,28.18,7.96,0.645,68,2.0949,,29,0.262,0.0084,0.00168,0.0007,3.3,0.0012,1.34,14.16,,5.313307,-102,0.1,0.0006,0.77,
M704,-80.660725,25.720683,B,9/24/1999,195.6,C,W,E,Sawgrass Marsh,,66.135458,1.37,212.67,184.47,0.040417,1.1,54.471545,,,490,0.21,130,,0.694936,,1.6,261,4.36,26.69,7.46,1.325,-24,1.545975,,12,0.107,0.09842,0.00252,0.00014,0.72,0.0012,1.19,9.518,,5.389536,30,0.087,0.0006,2.46,30.22
M705,-80.650259,25.719377,B,9/24/1999,346.3,C,W,E,Sawgrass Marsh,,89.68254,1.56,170.11,466.89,0.027083,3.4,89.494163,,,2100,0.84,200,,0.654701,,2,247,5.57,26.57,7.34,1.18,130,1.39435,,10,0.0561,0.01722,0.00224,0.0007,0.72,0.0012,0.65,10.09,,5.906027,47,0.042,0.0006,,
M706,-80.826032,25.713373,B,9/24/1999,106.9,C,W,E,Sawgrass Marsh,,48.4,0.64,148.32,365.14617,0.055417,0.15,33.201581,,,38,0.061,59,,0.621186,,1.2,179,8.88,28.37,8.14,0.54,85,1.5173,,7.5,0.0341,0.0098,0.00154,0.00154,0.3406058,0.00217,0.83,10.45,,4.623123,48,0.007,0.0006,0.2,
M707,-80.831167,25.708126,B,9/24/1999,93.3,C,W,E,Sawgrass Marsh,,73.12253,1.69,136.72,1538.205642,0.039868,0.25,46.747967,,,9.7,0.67,110,,0.733083,,0.8,198,4.79,26.83,7.38,0.585,88,0.6901,,7.6,0.149,0.0049,0.00154,0.00056,0.72,0.09486,1.39,11,,6.600582,-116,0.049,0.0006,,
M708,-80.58353,25.702578,B,9/24/1999,162.6,C,W,E,Sawgrass Marsh,,65.625,0.81,93.25,216.029235,0.03175,1.2,75.6,,,380,0.2,130,,0.737897,,1.1,358,2.25,25.82,7.49,0.8,122,1.343875,,21,0.174,0.01288,0.00112,0.0007,0.72,0.0012,0.65,14.46,,5.214076,38,0.072,0.0006,1.8,30.34
M710,-80.748326,25.689029,A,9/24/1999,236.9,C,W,E,Wet Prairie,,51.574803,0.96,122.58,152.961221,0.065958,0.5,33.992095,,,470,0.15,120,,0.878167,,2.2,326,7.87,28.04,8.2,0.845,195,2.86485,,29,,0.01414,0.0014,0.00056,3.5,0.0012,0.7,14.72,,4.714232,-17,0.061,0.0006,2.01225,19.76
M711,-80.599168,25.67789,B,9/24/1999,204.8,C,W,E,Sawgrass Marsh,,82.142857,1.39,48.04,263.214119,0.037479,1.7,78.04878,,,440,0.02,130,,0.578256,,2.3,280,3.85,26.44,7.51,1.11,195,1.4008,,12,0.11,0.00798,0.00042,0.0007,0.72,0.0012,1,10.66,,5.65192,24,0.101,0.0006,2.31,35.77
M712,-80.840542,25.662719,B,9/24/1999,91.3,C,W,E,Sawgrass Marsh,,36,0.58,38.44,178.99,0.060977,1.2,34.8,,,22,0.02,42,,0.702472,,1.2,246,4.48,28.51,7.61,0.54,232,1.58985,,12,0.0931,0.00826,0.00042,0.00056,0.72,0.0012,2.51,11.34,,4.478818,-20,0.074,0.0006,0.26,
M716,-80.65721,25.650908,B,9/24/1999,170.9,C,W,E,Sawgrass Marsh,,65,0.2,85.79,355.346291,0.025775,1.2,67.479675,,,1100,0.41,120,,0.650855,,2.2,400,2.78,26.5,7.37,0.68,-19,1.52065,,31,0.249,0.0161,0.00182,0.00224,3,0.0012,2.2,14.86,,4.575259,-5,0.063,0.0006,0.92,21.7
M718,-80.915177,25.623579,A,9/24/1999,43.8,C,W,E,Wet Prairie,,55.859375,0.74,77.24,132.497428,0.044775,1.1,32.258065,,,22,0.12,42,,0.598694,,1.7,238,5.75,28.67,7.78,0.645,182,1.600725,,12,0.0765,0.00462,0.0007,0.0007,0.72,0.0012,0.5,11.71,,4.526341,-50,0.03,0.0006,0.3,
M686,-80.569985,25.936076,A,9/25/1999,26,C,W,D,Wet Prairie,,90.118577,0.2,112.82,965.668192,0.027844,3.2,89.494163,,,2600,0.02,130,,0.685468,,4.3,602,1.91,25.94,7.36,0.71,-87,0.6347,,61,0.0165,0.0742,0.00812,0.00714,10,0.0012,1.16,18.68,,7.365228,31,1.373,0.0006,,
M687,-80.572697,25.918075,B,9/25/1999,56.3,C,W,D,Sawgrass Marsh,,88.030888,2.78,178.62,356.2562,,3.7,91.463415,,,4600,0.67,120,,0.700751,,2.4,569,1.08,25.4,7.21,1.08,260,1.5761,,57,0.725,0.04872,0.00266,0.0007,5.3,0.0012,1.66,18.74,,7.145221,,0.102,0.0006,,
M689,-80.526219,25.905835,B,9/25/1999,278.9,C,W,D,Sawgrass Marsh,,51.792829,2.22,90.19,114.600585,0.035795,2.5,82.4,,,1200,0.33,140,,0.993873,,2.5,538,3.26,25.73,7.3,0.435,239,0.810025,,53,0.279,0.00672,0.00196,0.0007,7.4,0.0012,0.55,17.71,,4.962294,,0.056,0.0006,1.72,16.05
M690,-80.641415,25.903933,A,9/25/1999,278.1,C,W,D,Wet Prairie,,89.919355,0.2,282.26,312.493643,0.01975,4.1,90.272374,,,640,0.11,220,,0.490383,,3.7,200,3.24,25.81,7.22,0.445,81,0.8929,,12,0.235,0.0008,0.00196,0.0007,0.87,0.0012,1,13.11,,4.789748,4,0.141,0.0006,,
M691,-80.648272,25.876946,A,9/25/1999,172.5,C,W,D,Wet Prairie,,93.548387,4.01,323.91,1044.19,0.023614,7.4,93.927126,,,2100,0.52,110,,0.387011,,3.9,194,4.66,26.11,7.35,0.33,93,0.99005,,12,0.176,0.00868,0.00266,0.0007,0.73,0.00837,0.89,11.67,,5.198731,32,0.06,0.0006,,
M692,-80.698282,25.867961,C,9/25/1999,48.2,C,W,D,Other,,96.212121,0.2,157.67,785.6754,0.029083,5,91.497976,,,49,1.03,160,,0.39873,,2,179,2.67,25.8,7.12,0.675,85,0.834925,,11,0.0239,0.01372,0.0021,0.0007,0.72,0.0012,0.91,12.17,,6.48706,-13,0.049,0.0006,,
M693,-80.814972,25.863612,A,9/25/1999,147.4,C,W,D,Wet Prairie,,92.682927,0.2,255.62,343.40732,0.025275,1.3,80.30888,,,3400,0.14,180,,0.658021,,2.9,125,4.08,26.65,7.54,0.71,142,1.928625,,4.6,0.0946,0.01414,0.0014,0.00084,0.72,0.0012,1.36,10.22,,5.577923,37,0.052,0.0006,,
M694,-80.665896,25.852921,B,9/25/1999,183.9,C,W,D,Sawgrass Marsh,,91.2,0.2,250.89,358.208833,0.023861,5,91.836735,,,250,0.57,170,,0.77,,3.1,239,5.53,26.6,7.57,0.45,93,1.536425,,12,0.0405,0.02198,0.00196,0.0007,0.72,0.0012,1.62,12.39,,5.11748,281,0.146,0.0006,,
M695,-80.567482,25.848622,A,9/25/1999,264.6,C,W,D,Wet Prairie,,44.94382,0.2,83.64,65.331273,0.050979,4,63.137255,,,350,0.26,130,,0.724981,,2.5,491,4.43,26.14,7.49,0.725,230,1.307525,,45,0.28,0.0105,0.00182,0.0007,2.9,0.0012,1.59,16.21,,4.81058,,0.086,0.0006,2.01,18.21
M696,-80.549684,25.834016,B,9/25/1999,338.1,C,W,D,Sawgrass Marsh,,80.408163,0.5,356.06,162.790536,0.048083,5,86.770428,,,170,0.44,150,,0.744295,,2.3,465,5.26,26.11,7.59,0.455,226,1.279625,,47,,0.01078,0.00112,0.0007,3.5,0.0012,1.5,17.05,,4.95473,,0.102,0.0006,1.093,26.89
M698,-80.749862,25.828552,A,9/25/1999,76.5,C,W,D,Wet Prairie,,95.3,,181.16,525.315036,0.030719,5.2,90.836653,,,270,1.13,220,,0.805288,,2.2,212,2.66,25.53,7.29,0.535,137,0.784625,,12,,0.00252,0.0014,0.0007,0.072,0.01767,0.81,10.91,,5.006934,12,0.038,0.0006,,
M700,-80.629975,25.777567,B,9/25/1999,193.1,C,W,D,Sawgrass Marsh,,75,4.35,247.56,245.317929,0.034972,4,81.673307,,,300,0.36,200,,0.967507,,2.5,368,5.77,26.17,7.41,2.36,115,1.37785,,29,0.224,0.01008,0.00154,0.0007,1.1,0.0012,2.31,12.27,,4.751494,,0.079,0.0006,2.19,23.66
M702,-80.714184,25.736327,B,9/25/1999,164.7,C,W,E,Sawgrass Marsh,,,0.2,66.37,,,0.5,43.700787,,,1500,0.09,86,,1.603676,,2.1,450,2.82,26.7,7.55,0.51,271,1.806225,,41,0.155,0.00938,0.0021,0.0007,8.6,0.0012,0.85,16.9,,4.438797,9,0.055,0.0006,3.84,28.89
M671,-80.527863,26.09445,B,9/26/1999,98.5,C,W,D,Sawgrass Marsh,,85.657371,,285,302.643485,0.02775,1.1,79.282869,,,3600,2.42,190,,0.593618,,4.2,414,1.56,25.69,7.4,0.77,232,1.366725,,27,,0.0119,0.0021,0.0007,19,0.0012,1.54,19.43,,6.209331,250,0.646,0.0006,3.3105,93.3
M674,-80.567216,26.065018,A,9/26/1999,35.3,C,W,D,Wet Prairie,,91.796875,0.2,47.99,589.405074,0.025194,1.6,93.72549,,,1700,0.02,150,,0.479772,,3.9,406,2.53,27.05,7.35,0.59,138,1.162725,,25,0.337,0.01596,0.00238,0.0007,19,0.0012,0.3,17.46,,6.208184,-14,3.275,0.00093,0.83,59.27
M675,-80.594224,26.048856,B,9/26/1999,116.8,C,W,D,Sawgrass Marsh,,89.516129,8.47,96.15,336.549522,0.028972,4,90.836653,,,4100,5.5,180,,0.573493,,3.9,406,3.44,26.76,7.33,0.675,221,1.032925,,32,0.128,0.00952,0.0028,0.0007,7.7,0.0012,0.92,22.51,,6.930639,276,0.795,0.0006,,
M677,-80.555928,26.025629,B,9/26/1999,53.2,C,W,D,Sawgrass Marsh,,84.58498,,122.74,329.746721,0.024175,2.9,89.411765,,,500,4.16,160,,0.775803,,4.5,444,2.65,27.21,7.42,0.83,185,1.634725,,34,0.17,0.00574,0.00238,0.0007,10,0.0012,0.95,18.51,,7.920376,304,0.488,0.0006,2.68,53.17
M678,-80.655272,26.022643,A,9/26/1999,87,C,W,D,Wet Prairie,,91.45,4.72,135.26,442.969777,0.024575,3.1,92.460317,,,210,0.4,130,,0.469073,,3,208,7.23,27.65,7.72,0.49,184,0.764975,,15,0.127,0.00462,0.00196,0.00336,0.72,0.0012,0.74,13.81,,7.678452,90,0.103,0.0006,,
M679,-80.733991,26.018848,A,9/26/1999,181.4,C,W,D,Wet Prairie,,91.828794,22.28,157.14,456.975177,0.028639,2,85.887097,,,160,0.16,140,,0.613226,,2.5,331,7.27,28.12,7.86,0.695,126,1.1485,,25,0.0632,0.00658,0.00252,0.00294,0.72,0.0012,1,16.7,,6.893718,19,0.048,0.0006,2.96,57.07
M681,-80.501433,26.011347,B,9/26/1999,63.3,C,W,D,Sawgrass Marsh,,74.901961,5.87,136.07,247.69,0.021306,3.1,81.960784,,,3100,0.59,78,,0.686718,,2.3,665,4.09,27.37,7.3,0.615,167,1.6358,,57,0.222,0.14784,0.00294,0.00238,2.7,0.0012,1.2,18.45,,5.541746,275,0.211,0.0006,4.12,23.04
M682,-80.777596,25.981751,A,9/26/1999,168.8,C,W,D,Wet Prairie,,86.037736,0.2,222.22,303.294332,0.028861,1.7,75.686275,,,190,0.23,170,,0.555043,,2.8,247,7.74,27.73,7.8,0.81,101,1.803925,,8.2,,0.00616,0.00252,0.0014,0.72,0.0012,1.32,14.36,,4.95225,-4,0.04,0.0006,1.4135,
M683,-80.649828,25.979558,A,9/26/1999,221.8,C,W,D,Wet Prairie,,92.885375,3.38,145.36,500.63897,0.023972,4.4,88.709677,,,130,0.36,210,,0.457682,,3.2,155,1.78,25.43,7.42,0.505,202,0.830325,,9.5,0.083,0.00728,0.00224,0.00182,0.72,0.0012,1.02,11.55,,5.439322,38,0.039,0.0006,,
