STA_ID,LONG,LAT,OrigHabCode,Date,THG_Fish,YEAR,SEASON,SUBAREA,HABCODE,Floc_Depth_ft,AFDW_Floc,MEHG_Floc,THG_floc,Tot_Phos_floc,Bulk_Dens_Floc,Soil_Thickness_FT,AFDW_Soil,Bulk_Dens_Soil,PH_soil,SO4_soil,MEHG_soil,THG_soil,Tot_Carbon_Soil_%,Tot_Nitrogen_Soil_%,Tot_Phos_soil,Wat_Depth_ft,COND_SW,DO_SW,TEMP_SW,PH_SW,TURB_SW,REDOX_SW,Alk_Phos_SW,CHLA_SW,CL_SW,MEHG_SW,NH4_SW,NO2_SW,NO3_SW,SO4_SW,Sol_Reac_Phos_SW,THG_SW,TOC_SW,Tot_Nitrogen_SW,Tot_Phos_SW,REDOX_PW,H2S_PW,Sol_Reac_Phos_PW,MEHG_Peri_AVG,THG_epi_peri
M356,-80.56046,25.298503,B,5/7/1996,438.4,B,D,E,Sawgrass Marsh,,,,,,,1.8,32.92,0.22,,130,0.22,90,,1.3,296.06,0.2,551,7.75,33.6,7.38,8.76,106,,,,0.616,,,,4.8,,3.21,13.33,,18.6,44,,,4.16,
M359,-80.639754,25.266753,B,5/7/1996,370.6,B,D,E,Sawgrass Marsh,,,,,,,1.3,85.14,0.11,,270,0.15,100,,1.42,392.13,0.5,511,0.28,32.84,6.84,9.88,,,,,0.663,,,,0.5,,2.33,14.24,,12.3,,,,3.22,8.09
M314,-80.711122,25.809619,A,5/8/1996,502.8,B,D,D,Wet Prairie,,,,,,,3.7,92.84,0.11,,39,0.51,230,,1.5,417.68,1.5,472,4.99,25.91,7.34,2.96,161,,,,0.763,,,,0.9,,3.02,24.49,,6.98,-265,,,8.21,112.74
M320,-80.723318,25.746378,A,5/8/1996,314.2,B,D,E,Wet Prairie,,,,,,,0.2,25.07,0.39,,750,0.13,42,,2.83,236.65,0.3,823,0.81,23.96,6.95,53.05,-122,,,,0.546,,,,2.4,,2.11,36.08,,63.14,-298,,,2.39,61.79
M323,-80.598409,25.697241,B,5/8/1996,236.8,B,D,E,Sawgrass Marsh,,,,,,,1,22.69,0.35,,3.4,0.16,70,,2.2,164.17,0.8,680,6.28,30.4,7.37,11.05,,,,,0.946,,,,0.5,,2.79,30.81,,13.95,-28,,,0.74,41.82
M329,-80.621282,25.649189,B,5/8/1996,231.9,B,D,E,Sawgrass Marsh,,,,,,,0.3,44.26,0.19,,5.9,0.39,120,,2.27,376.7,0.8,665,9.93,29.72,7.7,10.1,,,,,0.436,,,,0.5,,2.53,32.28,,13.74,-130,,,5.64,57.18
M335,-80.652083,25.596972,A,5/8/1996,244.4,B,D,E,Wet Prairie,,,,,,,2.7,27.32,0.34,,610,0.43,76,,1.69,170.7,0.3,769,11.4,30.84,8.08,7.23,,,,,2.33,,,,83,,4.21,31.77,,19.84,-111,,,2.06,71.04
M339,-80.940466,25.546451,B,5/8/1996,192.9,B,D,E,Sawgrass Marsh,,,,,,,0.7,39.76,0.3,,3.7,0.06,85,,2.23,564.56,0.7,471,8.02,30.92,7.41,4.11,124,,,,0.765,,,,0.5,,2.52,19.57,,17.52,-283,,,1.09,14.53
M340,-80.867608,25.545212,B,5/8/1996,259,B,D,E,Sawgrass Marsh,,,,,,,2.8,72.58,0.16,,6.7,0.86,190,,1.46,956.89,0.2,624,0.83,27.97,6.81,29.95,-109,,,,0.298,,,,0.5,,,15.47,,78.02,-292,,,,
M343,-80.744788,25.490694,B,5/8/1996,267.7,B,D,E,Sawgrass Marsh,,,,,,,0.8,22.89,0.33,,3.7,0.36,75,,1.94,293.38,0.7,710,4,24.98,7.63,6.14,,,,,2.29,,,,5.4,,4.85,21,,19.12,-17,,,2.83,50.03
M344,-80.825667,25.481639,B,5/8/1996,315.1,B,D,E,Sawgrass Marsh,,,,,,,2.5,88.33,0.13,,42,1.42,290,,1.42,608.65,0.5,717,4.27,29.64,7.03,14.65,-84,,,,2.13,,,,1.9,,9.99,34.34,,39.16,-305,,,,
M345,-80.887564,25.476412,A,5/8/1996,324.1,B,D,E,Wet Prairie,,,,,,,1.4,85.2,0.09,,11,5.15,280,,1.41,697.22,0.8,585,2.54,29.36,7.08,12,-64,,,,0.513,,,,0.9,,2.59,24.94,,33.79,-301,,,,
M348,-80.758501,25.427504,A,5/8/1996,99,B,D,E,Wet Prairie,,,,,,,1.5,78.23,0.14,,27,0.71,220,,0.79,1332.19,0.7,560,4.7,26.32,7.33,0.99,161,,,,0.181,,,,1.3,,1.43,11.99,,20.62,-303,,,,
M311,-80.635723,25.85156,B,5/9/1996,276.8,B,D,D,Sawgrass Marsh,,,,,,,4.8,89.73,0.15,,296,0.19,170,,1.73,400.31,1.9,541,7.43,28.73,7.59,0.97,,,,,0.834,,,,2.1,,1.66,28.83,,7.75,-269,,,6.89,103.64
M312,-80.552714,25.847817,B,5/9/1996,649.6,B,D,D,Sawgrass Marsh,,,,,,,6.3,85.91,0.12,,120,1.14,170,,2.05,356.14,0.8,654,5.97,28.63,7.31,7.92,,,,,0.718,,,,0.5,,3.41,28.19,,12.4,-291,,,3.11,45.02
M313,-80.779141,25.829395,A,5/9/1996,212.9,B,D,D,Wet Prairie,,,,,,,0.9,83.59,0.13,,54,0.27,130,,1.49,342.16,1.6,390,5.46,29.07,7.4,9.72,,,,,0.344,,,,0.5,,2.05,21.26,,8.53,-239,,,1.01,55.02
M315,-80.514635,25.789927,B,5/9/1996,116.6,B,D,D,Sawgrass Marsh,,,,,,,2.8,84.97,0.14,,120,0.34,190,,2.02,342.95,0.4,671,3.55,31.8,7.13,5.58,-16,,,,0.212,,,,0.5,,1.49,30.1,,16.84,-183,,,1.18,
M316,-80.844708,25.787952,E,5/9/1996,152.3,B,D,D,Other,,,,,,,0.5,48.09,0.22,,65,0.27,100,,1.13,416.66,1.6,353,2.58,28.53,7.1,1.24,,,,,0.095,,,,0.5,,1.2,18.05,,10.39,-223,,,1.42,
M317,-80.572556,25.780917,B,5/9/1996,181.2,B,D,D,Sawgrass Marsh,,,,,,,5.6,87.83,0.14,,79,0.19,170,,2.13,307.17,1.1,638,6.32,29.3,7.56,8.69,-10,,,,0.425,,,,0.5,,1.84,30.23,,14.73,-180,,,2.46,
M318,-80.635058,25.770077,A,5/9/1996,244.9,B,D,D,Wet Prairie,,,,,,,3.5,30.48,0.25,,15,0.29,52,,1.91,125.55,1.3,708,1.84,26.7,7.15,8.19,-44,,,,1.26,,,,0.5,,3.18,28.55,,14.88,-173,,,1.48,95.11
M319,-80.790491,25.750359,B,5/9/1996,355.8,B,D,E,Sawgrass Marsh,,,,,,,0.8,39.2,0.28,,64,0.28,94,,2.14,250.41,0.4,624,5.72,32.21,7.13,8.92,,,,,0.386,,,,2.2,,1.96,27.3,,20.05,-287,,,1.61,37.52
M321,-80.515736,25.724045,B,5/9/1996,175.6,B,D,E,Sawgrass Marsh,,,,,,,1.8,75.4,0.13,,80,0.78,160,,0.22,189.07,1.1,525,10.5,30.1,8.03,3.92,36,,,,0.415,,,,0.5,,1.19,26.83,,9.46,-188,,,,36.32
M328,-80.696596,25.652029,A,5/9/1996,238.6,B,D,E,Wet Prairie,,,,,,,1,82.32,0.11,,1100,,120,,2.03,208.53,1.1,635,4,26,7.71,3.86,130,,,,1.12,,,,3.1,,2.72,34.57,,12.3,-158,,,2.15,778.91
M330,-80.787,25.631167,B,5/9/1996,331,B,D,E,Sawgrass Marsh,,,,,,,1.4,34.18,0.27,,25,,85,,2.04,309.97,0.5,590,1.66,27.8,7.19,2.29,-66,,,,0.482,,,,1.7,,1.63,25.24,,11.16,-128,,,1.42,44.02
M337,-80.739865,25.572254,B,5/9/1996,357.9,B,D,E,Sawgrass Marsh,,,,,,,1.5,83.48,0.11,,54,1.41,190,,1.2,369.06,0.5,619,8.09,28.1,7.87,7.34,177,,,,1.02,,,,1.4,,3.29,27.2,,13.33,-144,,,4.14,48.4
M338,-80.782614,25.551751,B,5/9/1996,182.3,B,D,E,Sawgrass Marsh,,,,,,,1.5,87.66,0.11,,120,0.62,210,,1.94,457.98,0.4,763,1.53,24.9,7.13,26.4,-106,,,,0.427,,,,1.1,,2.19,36.75,,27.9,-66,,,2.18,53.75
M290,-80.462028,26.098361,B,5/10/1996,60.5,B,D,D,Sawgrass Marsh,,,,,,,1.1,51.21,0.2,,310,0.44,110,,1.55,341.43,2,758,3.27,26.89,7.5,1.22,-55,,,,0.488,,,,29,,0.85,26.04,,11.47,-67,,,1.71,78.7
M291,-80.5445,26.094833,A,5/10/1996,139.1,B,D,D,Wet Prairie,,,,,,,2.9,75.23,0.17,,760,1.74,140,,1.84,333.5,1.9,672,1.7,24,7.33,0.94,37,,,,1.25,,,,5.4,,2.81,33.24,,5.89,22,,,1,79.39
M295,-80.847936,26.054125,E,5/10/1996,257.4,B,D,D,Other,,,,,,,1.2,29.42,0.35,,18,0.07,58,,1.62,178.4,0.6,439,1.23,32.6,6.72,4.27,-3,,,,0.551,,,,0.9,,3.48,30.73,,15.91,2,,,,
M296,-80.476634,26.028646,B,5/10/1996,210.4,B,D,D,Sawgrass Marsh,,,,,,,1.3,82.27,0.18,,320,2.83,130,,1.48,328.5,1.6,705,3.9,25.17,7.47,1.95,67,,,,0.769,,,,2.3,,2.86,26.54,,6.51,-95,,,,18.89
M297,-80.570507,26.025632,B,5/10/1996,101.6,B,D,D,Sawgrass Marsh,,,,,,,2,82.12,0.14,,850,1.28,170,,1.73,333.34,1.8,649,3.38,27.08,7.37,1.57,95,,,,1.43,,,,3.3,,2.8,35.87,,7.54,-117,,,1.71,44.1
M298,-80.64224,26.024826,A,5/10/1996,282,B,D,D,Wet Prairie,,,,,,,4.3,89.88,0.12,,280,0.42,160,,1.75,375.8,1.1,573,0.81,23.71,6.92,5.4,-145,,,,0.689,,,,1.7,,6.78,24.9,,17.52,64.7,,,4.31,45.13
M300,-80.771963,26.003695,A,5/10/1996,184,B,D,D,Wet Prairie,,,,,,,1.8,78.85,0.1,,400,0.27,180,,1.81,376.95,0.7,523,1.72,25.58,6.94,3.54,34,,,,0.607,,,,0.5,,1.55,26.7,,15.71,33,,,3.24,88.79
M301,-80.505259,25.990232,D,5/10/1996,64.8,B,D,D,Cattail,,,,,,,3.3,82.21,0.14,,2900,0.2,110,,1.81,191.85,1.6,631,6.14,25.99,7.69,3.38,75,,,,0.557,,,,3.1,,3.02,26.97,,8.99,-138,,,0.45,30.52
M302,-80.57277,25.977978,A,5/10/1996,236.5,B,D,D,Wet Prairie,,,,,,,3.1,87.08,0.13,,50,0.22,97,,2.03,223.01,2.1,615,4.01,26.12,7.47,1.48,95,,,,2.4,,,,6.5,,3.72,32.19,,9.61,-155,,,3.625,51.98
M303,-80.646758,25.959037,B,5/10/1996,382.2,B,D,D,Sawgrass Marsh,,,,,,,4,89.56,0.09,,49,0.79,190,,1.7,374.38,1.3,562,3.33,28.81,7.22,2.51,44,,,,1.33,,,,1.6,,2.65,27.98,,11.01,-159,,,9.85,83.66
M304,-80.720612,25.943373,A,5/10/1996,386.8,B,D,D,Wet Prairie,,,,,,,3,91.31,0.11,,64,0.33,200,,1.35,341.85,1,456,3.64,27,6.95,8.43,-55,,,,0.635,,,,0.5,,2.52,22.65,,10.7,46,,,,90.81
M305,-80.822615,25.936443,A,5/10/1996,353,B,D,D,Wet Prairie,,,,,,,1,77.66,0.14,,19,0.15,110,,1.59,385.46,0.7,366,2.11,25.12,6.84,27.75,-14,,,,1.11,,,,0.5,,3.17,19.53,,74.09,87,,,4.61,63.52
M307,-80.663662,25.900114,A,5/10/1996,272.3,B,D,D,Wet Prairie,,,,,,,3.6,88.99,0.14,,130,0.72,180,,1.77,214.77,2,527,3.8,25.8,7.23,2.65,-31,,,,0.755,,,,0.5,,2.38,28.08,,5.12,-14,,,1.79,53.79
M308,-80.76075,25.896222,A,5/10/1996,267.8,B,D,D,Wet Prairie,,,,,,,3.1,91.22,0.09,,80,0.29,170,,1.37,376.54,1.2,398,2.36,24.92,6.99,10.45,-22,,,,0.686,,,,0.5,,2.63,19.93,,30.38,80,,,1.91,57.97
M309,-80.593312,25.893396,A,5/10/1996,66.7,B,D,D,Wet Prairie,,,,,,,5.3,88.1,0.12,,8.3,0.1,160,,1.48,299.07,1.3,601,6.8,28.55,7.47,2.87,72,,,,0.451,,,,1.8,,0.96,21.44,,11.47,-158,,,2.26,33.05
M310,-80.825124,25.881484,B,5/10/1996,275.1,B,D,D,Sawgrass Marsh,,,,,,,2.9,85.26,0.11,,80,1.09,190,,1.18,519.05,1,338,2.33,23.99,6.99,2.83,33,,,,0.564,,,,0.5,,2.34,16.44,,10.13,94,,,1.54,74.4
M266,-80.362376,26.199365,B,5/11/1996,63,B,D,B,Sawgrass Marsh,,,,,,,3.8,79.3,0.14,,2100,0.25,170,,2.18,280.47,0.9,955,3.01,28.01,7.3,5.84,11,,,,3.18,,,,34,,3.81,36.9,,11.32,-186,,,3.92,48.93
M283,-80.727319,26.206415,B,5/11/1996,66.3,B,D,C,Sawgrass Marsh,,,,,,,1.1,63.59,0.21,,32,0.53,140,,1.44,492.71,0.2,751,2.57,25.78,6.91,4.93,75,,,,1.04,,,,11,,4.49,28.72,,12.4,199,,,,
M285,-80.489536,26.161123,B,5/11/1996,42.3,B,D,C,Sawgrass Marsh,,,,,,,3.7,86.33,0.14,,1500,0.7,170,,1.45,360.19,1.6,596,1.58,25.67,7.25,1.46,50,,,,2.3,,,,3.4,,3.03,28.17,,8.68,-154,,,2.405,39.93
M286,-80.66948,26.143118,B,5/11/1996,13.9,B,D,D,Sawgrass Marsh,,,,,,,2.3,88.72,0.13,,1100,0.67,160,,2.03,746.35,0.3,665,2.43,23.97,7.09,4.62,19,,,,0.478,,,,3.6,,1.99,29.65,,27.28,-153,,,,
M289,-80.80445,26.135889,A,5/11/1996,405.3,B,D,D,Wet Prairie,,,,,,,0.7,1.19,1.31,,73,,4.6,,2.97,5.81,0.3,801,1.82,30.84,6.73,22.1,-95,,,,1.22,,,,2.7,,3.22,50.11,,49.08,39,,,5.1,101.22
M293,-80.67517,26.079166,A,5/11/1996,309.9,B,D,D,Wet Prairie,,,,,,,2.5,91.39,0.09,,520,0.29,150,,2.34,320.28,0.4,541,2.47,26.02,7.01,31,-41,,,,1.82,,,,2.4,,7.39,30.18,,25.94,112,,,,42.9
M294,-80.756968,26.062923,A,5/11/1996,233.5,B,D,D,Wet Prairie,,,,,,,1,72.52,0.12,,33,0.74,170,,2.53,375.02,0.5,600,3.52,24.95,6.9,9.21,-53,,,,2.67,,,,0.5,,1.86,34.74,,22.01,85,,,6.37,112.99
M299,-80.697917,26.019366,A,5/11/1996,410.3,B,D,D,Wet Prairie,,,,,,,2.2,92.66,0.1,,300,0.36,180,,1.97,269.68,0.8,535,2.11,24.4,7.13,10.67,-52,,,,2.09,,,,0.8,,6.18,29.09,,28.99,154,,,5.1,67.73
M306,-80.538982,25.911039,B,5/11/1996,374.3,B,D,D,Sawgrass Marsh,,,,,,,2.9,66.62,0.18,,71,0.24,110,,1.68,375.3,1.1,697,2.42,24.26,7.18,8.71,-45,,,,1.29,,,,1,,1.61,26.11,,8.53,-70,,,6.21,72.7
M246,-80.34255,26.630405,A,5/12/1996,135.1,B,D,A,Wet Prairie,,,,,,,9.6,89.91,0.1,,330,,180,,2.52,350.83,0.4,305,1.6,30.42,6.44,17.6,-36,,,,2.2,,,,4.2,,4.58,47.4,,48.46,-51,,,,
M247,-80.38084,26.61439,A,5/12/1996,240,B,D,A,Wet Prairie,,,,,,,12.5,91.68,0.06,,370,5.37,160,,3.1,269.03,0.1,557,0.67,33.79,6.32,20.85,-63,,,,3.07,,,,6.2,,22.67,57.14,,45.11,-31,,,,
M249,-80.258356,26.565482,A,5/12/1996,43.2,B,D,A,Wet Prairie,,,,,,,1.9,81.78,0.12,,420,,140,,2.43,248.72,0.9,717,5.16,28.3,7.27,5.08,121,,,,0.717,,,,5.8,,2.13,44.48,,21.18,-117,,,0.46,46.77
M251,-80.296077,26.499103,A,5/12/1996,77.8,B,D,A,Wet Prairie,,,,,,,8,95.02,0.06,,17,1.45,120,,2.31,244.84,0.8,118.4,0.65,28.1,5.8,27.45,141,,,,0.535,,,,0.5,,5.42,24.81,,25.73,-117,,,8.02,173.95
M252,-80.362674,26.490856,B,5/12/1996,104.8,B,D,A,Sawgrass Marsh,,,,,,,10.2,94.81,0.07,,63,4.21,200,,1.65,299.88,0.8,130,4,27.08,6.22,8.48,221,,,,0.859,,,,0.5,,3.5,24.69,,11.37,-34,,,,
M254,-80.31425,26.451667,A,5/12/1996,44.6,B,D,A,Wet Prairie,,,,,,,9.7,97.49,0.07,,86,1.12,120,,1.84,361.8,1,97.3,2.23,26.71,5.75,29.65,225,,,,0.09,,,,0.5,,5.05,32.4,,20.62,-42,,,,
M255,-80.259091,26.448911,A,5/12/1996,100.1,B,D,A,Wet Prairie,,,,,,,8.5,94.37,0.09,,27,1.59,230,,1.51,314.84,1,101.3,3.2,25.94,6.15,12.2,150,,,,0.696,,,,0.6,,2.43,18.3,,13.02,-103,,,2.85,132.08
M256,-80.392488,26.440181,A,5/12/1996,202.5,B,D,A,Wet Prairie,,,,,,,12,91.8,0.09,,12,,190,,1.43,350.82,1.6,296,3.61,26.11,7.02,2.58,52,,,,1.65,,,,2.4,,3.43,23.32,,8.68,12,,,3.28,
M257,-80.268171,26.398026,A,5/12/1996,59.6,B,D,A,Wet Prairie,,,,,,,8.7,95.13,0.06,,17,2.02,200,,1.04,319.68,1.3,82.7,2.85,24.86,6.11,4.2,189,,,,0.112,,,,0.5,,1.63,19.5,,9.71,-73,,,,
M258,-80.361606,26.369991,D,5/12/1996,3.8,B,D,B,Cattail,,,,,,,4.4,82.89,0.08,,1300,,140,,2.7,1591.56,0.7,1610,1.82,25.29,6.85,11.1,-186,,,,0.844,,,,65,,15.79,49.02,,263.6,-2,,,,
M260,-80.435335,26.362735,B,5/12/1996,44.1,B,D,B,Sawgrass Marsh,,,,,,,4.5,86.9,0.1,,2900,0.25,170,,2.57,322.48,0.8,1141,11.16,32.9,7.83,11.1,-2,,,,2.4,,,,44,,3.69,45.1,,11.16,-1,,,2.56,30.18
M248,-80.353876,26.569925,A,5/13/1996,139.8,B,D,A,Wet Prairie,,,,,,,9,93.13,0.05,,64,6.45,120,,1.87,248.18,0.3,287,3.6,25.92,6.61,19.45,157,,,,4.4,,,,1.4,,10.1,30.47,,21.08,183,,,,
M262,-80.372321,26.30689,A,5/13/1996,10.8,B,D,B,Wet Prairie,,,,,,,4.2,83.14,0.11,,35,,170,,2.02,489.05,0.8,1223,1.81,31.44,7.47,4.11,-60,,,,0.39,,,,4.3,,1.69,45.88,,17.83,23,,,,
M264,-80.306675,26.256487,B,5/13/1996,49.4,B,D,B,Sawgrass Marsh,,,,,,,2.5,88.42,0.11,,1100,0.33,170,,1.47,412.17,0.7,619,4.8,26.62,7.27,0.89,30,,,,0.553,,,,9.4,,1.41,29,,9.2,68,,,,
M265,-80.403656,26.230955,B,5/13/1996,47.1,B,D,B,Sawgrass Marsh,,,,,,,6.1,88.02,0.12,,10,0.18,200,,2.24,283.19,0.9,1176,5.96,28.77,7.85,2.38,98,,,,,,,,44,,4.01,50.38,,10.44,44,,,3.56,51.45
M276,-80.599625,26.291154,B,5/13/1996,86.6,B,D,C,Sawgrass Marsh,,,,,,,0.8,62.43,0.24,,1300,3.94,64,,2.3,1273.68,0.2,1281,4.62,28.71,7.28,4.86,-48,,,,0.241,,,,3.6,,1.5,62.98,,23.56,-2,,,,
M281,-80.481806,26.235083,B,5/13/1996,17.8,B,D,C,Sawgrass Marsh,,,,,,,1.7,82.02,0.16,,83,0.45,140,,1.96,399.17,0.3,886,3.34,31.84,7.36,1.02,-52,,,,0.258,,,,24,,1.08,41.24,,16.12,128,,,,
M360,-80.910296,25.660925,B,5/14/1996,246.9,B,D,E,Sawgrass Marsh,,,,,,,1.9,31.21,0.47,,12,0.12,52,,1.73,382.51,0.4,578,1.12,30.68,6.79,11.7,-23,,,,0.365,,,,0.5,,2.54,16.23,,47.02,-112,,,1.59,13.73
M470,-80.6535,25.472528,B,9/17/1996,89,B,W,E,Sawgrass Marsh,,,,,,,1,13.39,0.5,,5.1,,42,,0.91,210.89,1,237,9.86,30.59,8.04,1.01,174,2.96,,,0.049,,,,1,,2.84,9.48,,9.09,119.5,,,0.28,38.56
M474,-80.767784,25.409242,B,9/17/1996,69.4,B,W,E,Sawgrass Marsh,,,,,,,0,35.91,0.23,,4.5,,73,,0.91,407.2,0.6,299,9.16,30.84,7.88,0.67,176,2.97,,,0.084,,,,1,,1.96,10.6,,7.75,110,,,0.05,
M475,-80.81077,25.392537,B,9/17/1996,200.3,B,W,E,Sawgrass Marsh,,,,,,,1.2,50.62,0.23,,8.1,0.22,79,,0.98,529.11,1.1,344,10.88,34.6,8.08,0.68,150,3.47,,,0.064,,,,1.1,,1.86,12.05,,6.61,133,,,0.9,88.74
M476,-80.641399,25.370047,A,9/17/1996,64,B,W,E,Wet Prairie,,,,,,,1.5,27.95,0.31,,13,0.08,42,,0.68,343.42,0.9,309,7.96,29.21,7.61,1.81,149,1.94,,,0.046,,,,0.862469333,,1.98,8.06,,10.54,0.5,,,,
M478,-80.691893,25.347426,B,9/17/1996,80.5,B,W,E,Sawgrass Marsh,,,,,,,1,21.61,0.58,,3.6,,22,,0.94,87.79,0.3,240,8.18,28.89,7.63,1.58,150,3.66,,,0.033,,,,1,,3.18,9.04,,6.92,90,,,0.06,
M479,-80.578562,25.302759,E,9/17/1996,174.4,B,W,E,Other,,,,,,,0.5,27.71,0.47,,3.3,0.19,33,,0.78,143.1,0.1,421,7.84,30.47,7.25,2.47,108,2.93,,,0.037,,,,1.1,,3.92,9.7,,9.61,125.5,,,0.29,
M480,-80.663357,25.290801,A,9/17/1996,229.7,B,W,E,Wet Prairie,,,,,,,3.7,38.93,0.25,,4.4,,46,,1,233.67,1.5,290,5.48,30.4,7.29,1.74,141,2.91,,,0.165,,,,1.1,,2.58,9.99,,5.58,19.5,,,1.05,357.2
M481,-80.709318,25.288237,B,9/17/1996,43.1,B,W,E,Sawgrass Marsh,,,,,,,1.3,13.93,0.45,,2.9,,34,,0.84,124.39,0.5,294,11.89,35.19,7.84,0.95,129,2.69,,,0.041,,,,0.5,,1.74,8.31,,3.62,24.7,,,0.03,
M455,-80.603092,25.627946,B,9/18/1996,83.7,B,W,E,Sawgrass Marsh,,,,,,,0.2,27.59,0.32,,140,0.19,67,,1.27,231.96,0.8,376,10.4,35.64,8.39,1.32,138,3.27,,,0.053,,,,1,,1.79,19.32,,3.72,-58,,,0.73,56.38
M456,-81.041897,25.616,B,9/18/1996,182.2,B,W,E,Sawgrass Marsh,,,,,,,1.2,35.13,0.34,,3.4,0.18,42,,0.87,161.31,1.4,298,7.59,32.5,7.82,0.79,87,3.08,,,0.059,,,,1.1,,0.96,10.88,,1.96,102.3,,,0.63,134.77
M458,-80.681341,25.593186,B,9/18/1996,164.3,B,W,E,Sawgrass Marsh,,,,,,,0.1,50.24,0.16,,300,0.26,120,,1.17,342.22,1.7,484,6.88,31.97,7.72,0.52,167,2.36,,,0.225,,,,5.3,,1.19,19.23,,2.69,-10,,,1.14,44.11
M459,-80.756064,25.585558,B,9/18/1996,285.8,B,W,E,Sawgrass Marsh,,,,,,,3,87.59,0.11,,51,0.55,180,,1.66,381.89,1.5,620,6.13,33.12,7.61,1.41,179,3.28,,,0.361,,,,3.7,,2.13,28.84,,4.89,53,,,3.39,76.32
M460,-80.890357,25.580976,B,9/18/1996,109.9,B,W,E,Sawgrass Marsh,,,,,,,1.6,16.14,0.57,,90,0.07,29,,1.07,229.38,0.7,334,12.28,36.25,8.08,0.62,84,2.84,,,0.073,,,,1.1,,1.63,13.63,,2.64,135,,,1.42,85.25
M461,-80.980472,25.570056,B,9/18/1996,97.1,B,W,E,Sawgrass Marsh,,,,,,,4,79.64,0.12,,1300,,110,,0.96,658.75,1.3,331,5.78,30.24,7.45,0.67,101,2.49,,,0.116,,,,1,,0.81,11.17,,3.72,108,,,,
M462,-80.613095,25.559734,B,9/18/1996,76.4,B,W,E,Sawgrass Marsh,,,,,,,0.1,38.39,0.32,,150,0.22,110,,1.16,494.96,0.6,435,9.36,33.57,7.86,0.79,161,2.19,,,0.108,,,,1,,1.51,17.73,,6.2,-57,,,0.37,34.55
M463,-80.702576,25.536811,A,9/18/1996,141,B,W,E,Wet Prairie,,,,,,,0.1,53.98,0.19,,440,0.56,120,,1.5,509.98,0.6,519,8.64,32.1,8.11,1.42,156,4.19,,,0.16,,,,1.8,,1.22,20.19,,4.86,-34,,,2.03,106.19
M464,-80.866636,25.527335,B,9/18/1996,324.6,B,W,E,Sawgrass Marsh,,,,,,,0.4,35.29,0.26,,150,,77,,1.28,393.66,1.2,415,11.47,35.45,8.17,1.46,99,5.16,,,0.196,,,,1.3,,1.07,16.63,,3.93,115,,,1.98,55.41
M465,-80.785603,25.518668,B,9/18/1996,165.6,B,W,E,Sawgrass Marsh,,,,,,,1.6,77.7,0.14,,39,3.93,240,,1.76,517.32,1.3,595,7,33.41,7.64,5.75,111,5.86,,,0.415,,,,3,,1.67,22.87,,4.89,102,,,3.09,114.52
M466,-80.913638,25.511078,B,9/18/1996,527.5,B,W,E,Sawgrass Marsh,,,,,,,1.7,31.53,0.26,,4.3,,52,,1.07,222.77,1.6,432,4.45,29.81,7.52,1.33,112,3.58,,,0.171,,,,1.1,,1.11,14.11,,2.89,86.3,,,2.095,72.61
M468,-80.73207,25.479815,B,9/18/1996,62.4,B,W,E,Sawgrass Marsh,,,,,,,0.5,22.97,0.41,,16,0.09,46,,0.82,253.58,0.2,315,7.72,29.86,7.81,1.04,170,2.8,,,0.036,,,,1,,1.53,8.29,,3.31,70.7,,,0.28,
M469,-80.794125,25.47351,A,9/18/1996,184.8,B,W,E,Wet Prairie,,,,,,,0.7,72.9,0.12,,87,0.13,100,,1.35,573.86,1.8,552,1.52,29.18,7.18,1.41,115,2.92,,,0.218,,,,2.3,,0.98,19.15,,5.71,70.5,,,2.2,125.97
M471,-80.86846,25.465661,B,9/18/1996,340.1,B,W,E,Sawgrass Marsh,,,,,,,3.5,86.8,0.07,,1400,0.92,170,,1.1,771.84,1.2,447,2.47,28.94,7.21,2.04,111,1.41,,,0.309,,,,1.9,,0.98,16.78,,9.82,60.7,,,,
M472,-80.604583,25.42895,A,9/18/1996,73.7,B,W,E,Wet Prairie,,,,,,,0.6,12.53,0.54,,3.8,0.1,30,,0.65,152.06,0.3,431,3.45,27.03,7.59,0.67,189,1.75,,,0.126,,,,3.1,,1.34,9.13,,4.96,96.3,,,0.16,
M437,-80.721886,25.836709,A,9/19/1996,249.5,B,W,D,Wet Prairie,,,,,,,3.9,90.79,0.09,,130,0.42,220,,0.75,394.91,2.3,267,6.42,31.18,7.3,0.6,103,1.21,,,0.226,,,,0.9,,1.69,11.79,,2.69,122.5,,,1.1,130.71
M438,-80.822703,25.83158,A,9/19/1996,67,B,W,D,Wet Prairie,,,,,,,1.8,82.15,0.1,,39,0.18,200,,0.92,423.72,2.5,220,8.3,32.37,7.62,1.61,92,3.57,,,0.127,,,,0.9,,2.28,12.91,,4.34,136.7,,,1.82,257.53
M440,-80.599741,25.819913,B,9/19/1996,238.6,B,W,D,Sawgrass Marsh,,,,,,,5.1,84.51,0.1,,10,0.43,130,,1.06,265.23,1.5,491,2.45,31.77,7.1,12.2,-65,2.55,,,0.304,,,,0.9,,2.95,16.25,,4.44,-87,,,1.46,81.27
M441,-80.672917,25.806179,A,9/19/1996,120.8,B,W,D,Wet Prairie,,,,,,,4.4,90.83,0.06,,74,0.67,170,,1,417.62,2.4,345,3.28,32.36,7.18,0.62,128,1.14,,,0.379,,,,1.3,,1.45,15.99,,4.24,-87,,,6.13,232.14
